wavelength (microns),c_extinction,c_scattering,kappa,g,P_max,Thetmax
34.4,1.1175,0.021128,4684100000000000.0,0.048973,0.99987,90.0
34.5,1.139,0.020852000000000002,4774300000000000.0,0.048645999999999995,0.99987,90.0
34.6,1.1611,0.020599,4867100000000000.0,0.048323000000000005,0.99987,90.0
34.7,1.1839,0.020371,4962300000000000.0,0.048004000000000005,0.99987,90.0
34.8,1.2072,0.020166999999999997,5060100000000000.0,0.047688,0.99987,90.0
34.9,1.2326,0.019995,5166500000000000.0,0.047375,0.9998799999999999,90.0
35.0,1.2585,0.019847,5275100000000000.0,0.047064999999999996,0.9998799999999999,90.0
35.1,1.2845,0.019718,5384000000000000.0,0.046758,0.9998799999999999,90.0
35.2,1.3106,0.019607,5493300000000000.0,0.046456,0.9998799999999999,90.0
35.3,1.3367,0.019516,5603000000000000.0,0.046157,0.9998799999999999,90.0
35.4,1.3630000000000002,0.019441,5713000000000000.0,0.045861,0.9998799999999999,90.0
35.5,1.3891,0.019384000000000002,5822500000000000.0,0.045569,0.9998799999999999,90.0
35.6,1.4129,0.019329,5922200000000000.0,0.045284,0.9998799999999999,90.0
35.7,1.4365,0.019285,6021200000000000.0,0.045001,0.9998799999999999,90.0
35.8,1.46,0.019252000000000002,6119700000000000.0,0.044722000000000005,0.9998799999999999,90.0
35.9,1.4833,0.019229,6217500000000000.0,0.044445,0.9998799999999999,90.0
36.0,1.5065,0.019215,6314700000000000.0,0.044172,0.9998799999999999,90.0
36.1,1.5295,0.019211000000000002,6411200000000000.0,0.043901,0.9998799999999999,90.0
36.2,1.5525,0.019213,6507600000000000.0,0.043633,0.9998799999999999,90.0
36.3,1.5759,0.019216,6605400000000000.0,0.043365,0.9998799999999999,90.0
36.4,1.5994,0.019232,6704100000000000.0,0.0431,0.99989,90.0
36.5,1.6231,0.019261,6803600000000000.0,0.042838,0.99989,90.0
36.6,1.6471,0.019301,6903900000000000.0,0.042578,0.9998799999999999,90.0
36.7,1.6712,0.019354,7005100000000000.0,0.042321,0.9998799999999999,90.0
36.8,1.6956,0.019418,7107100000000000.0,0.042066,0.9998799999999999,90.0
36.9,1.7202,0.019499000000000002,7210400000000000.0,0.041814,0.9998799999999999,90.0
37.0,1.7454,0.019606000000000002,7316200000000000.0,0.041567,0.9998799999999999,90.0
37.1,1.771,0.019724000000000002,7423200000000000.0,0.041322000000000005,0.9998799999999999,90.0
37.2,1.7967,0.019855,7531200000000000.0,0.041079000000000004,0.9998799999999999,90.0
37.3,1.8228,0.019996,7640300000000000.0,0.040838,0.9998799999999999,90.0
37.4,1.8491,0.020149,7750500000000000.0,0.0406,0.9998799999999999,90.0
37.5,1.8756,0.020313,7861800000000000.0,0.040364,0.9998799999999999,90.0
37.6,1.9026,0.020489,7975000000000000.0,0.04013,0.9998799999999999,90.0
37.7,1.931,0.020677,8093900000000000.0,0.039894,0.9998799999999999,90.0
37.8,1.9591,0.020871999999999998,8211800000000000.0,0.039661,0.9998799999999999,90.0
37.9,1.9869999999999999,0.021072,8328700000000000.0,0.039431,0.9998799999999999,90.0
38.0,2.0146,0.021277,8444500000000000.0,0.039202999999999995,0.9998799999999999,90.0
38.1,2.042,0.021488,8559400000000000.0,0.038977,0.9998799999999999,90.0
38.2,2.0692,0.021703,8673200000000000.0,0.038754000000000004,0.99987,90.0
38.3,2.0961,0.021922999999999998,8786000000000000.0,0.038534,0.99987,90.0
38.4,2.1201,0.022129,8886800000000000.0,0.03832,0.99987,90.0
38.5,2.1436,0.022334,8985100000000000.0,0.038110000000000005,0.99987,90.0
38.6,2.1668,0.02254,9082200000000000.0,0.037901,0.99987,90.0
38.7,2.1897,0.022749000000000002,9178200000000000.0,0.037695,0.99987,90.0
38.8,2.2123,0.022959,9273100000000000.0,0.037491000000000003,0.99987,90.0
38.9,2.2347,0.02317,9366900000000000.0,0.037288999999999996,0.99987,90.0
39.0,2.2568,0.023383,9459500000000000.0,0.037089,0.9998600000000001,90.0
39.1,2.2795,0.023603,9554700000000000.0,0.03689,0.9998600000000001,90.0
39.2,2.303,0.023832,9653300000000000.0,0.03669,0.9998600000000001,90.0
39.3,2.3265,0.024063,9751600000000000.0,0.036491,0.9998600000000001,90.0
39.4,2.3499,0.024297,9849700000000000.0,0.036295,0.9998600000000001,90.0
39.5,2.3732,0.024533000000000003,9947500000000000.0,0.0361,0.9998600000000001,90.0
39.6,2.3965,0.024772,1.0045e+16,0.035906,0.9998600000000001,90.0
39.7,2.4197,0.025013,1.0142e+16,0.035713999999999996,0.9998600000000001,90.0
39.8,2.4428,0.025256,1.0239e+16,0.035523,0.9998600000000001,90.0
39.9,2.4649,0.025493000000000002,1.0332e+16,0.035336,0.99985,90.0
40.0,2.487,0.025731,1.0425e+16,0.03515,0.99985,90.0
40.1,2.5091,0.025972000000000002,1.0517e+16,0.034964999999999996,0.99985,90.0
40.2,2.5311,0.026215,1.0609e+16,0.034782,0.99985,90.0
40.3,2.5531,0.02646,1.0702e+16,0.0346,0.99985,90.0
40.4,2.5751,0.026708,1.0794e+16,0.034419,0.99985,90.0
40.5,2.597,0.026957,1.0886e+16,0.034239,0.99985,90.0
40.6,2.6191,0.02721,1.0978e+16,0.034061,0.99984,90.0
40.7,2.6418,0.027469999999999998,1.1073e+16,0.033882,0.99984,90.0
40.8,2.6645,0.027732999999999997,1.1168e+16,0.033705,0.99984,90.0
40.9,2.6872,0.027999999999999997,1.1264e+16,0.033529,0.99984,90.0
41.0,2.7101,0.028270999999999998,1.136e+16,0.033354,0.99984,90.0
41.1,2.733,0.028544,1.1456e+16,0.03318,0.99984,90.0
41.2,2.7560000000000002,0.028822000000000004,1.1552e+16,0.033006,0.99984,90.0
41.3,2.7791,0.029102999999999997,1.1649e+16,0.032835,0.9998299999999999,90.0
41.4,2.8017,0.029376999999999997,1.1744e+16,0.032664,0.9998299999999999,90.0
41.5,2.8239,0.029648,1.1837e+16,0.032494,0.9998299999999999,90.0
41.6,2.8465,0.029927,1.1931e+16,0.032326,0.9998299999999999,90.0
41.7,2.8693,0.030216000000000003,1.2027e+16,0.032159,0.9998299999999999,90.0
41.8,2.8925,0.030514,1.2124e+16,0.031993,0.9998299999999999,90.0
41.9,2.9159,0.030820999999999998,1.2223e+16,0.031827999999999995,0.99982,90.0
42.0,2.9397,0.031137,1.2322e+16,0.031664,0.99982,90.0
42.1,2.9638,0.031462000000000004,1.2423e+16,0.031501,0.99982,90.0
42.2,2.9883,0.031791,1.2526e+16,0.031337000000000004,0.99982,90.0
42.3,3.0137,0.032135000000000004,1.2632e+16,0.031173000000000003,0.99982,90.0
42.4,3.0398,0.032501999999999996,1.2742e+16,0.031011,0.99982,90.0
42.5,3.0665,0.032891000000000004,1.2854e+16,0.03085,0.9998100000000001,90.0
42.6,3.0938,0.033302,1.2968e+16,0.030692,0.9998100000000001,90.0
42.7,3.1217,0.033735,1.3085e+16,0.030534,0.9998100000000001,90.0
42.8,3.1501,0.03419,1.3204e+16,0.030379000000000003,0.9998100000000001,90.0
42.9,3.1792,0.034668,1.3326e+16,0.030224,0.9998,90.0
43.0,3.2109,0.035217,1.3459e+16,0.030072,0.9998,90.0
43.1,3.2458,0.035863,1.3605e+16,0.029921,0.9998,90.0
43.2,3.28,0.036511,1.3749e+16,0.029773,0.99979,90.0
43.3,3.3133,0.037162,1.3888e+16,0.029627999999999998,0.99979,90.0
43.4,3.3458,0.037814,1.4024e+16,0.029486000000000002,0.9997799999999999,90.0
43.5,3.3774,0.038468,1.4157e+16,0.029347,0.9997799999999999,90.0
43.6,3.4081,0.039122000000000004,1.4286e+16,0.029210000000000003,0.9997799999999999,90.0
43.7,3.4379,0.039777999999999994,1.4411e+16,0.029077,0.99977,90.0
43.8,3.4659,0.040416,1.4528e+16,0.028947000000000004,0.99977,90.0
43.9,3.4828,0.040844,1.4598e+16,0.02883,0.99976,90.0
44.0,3.4991,0.041276,1.4667e+16,0.028714999999999997,0.99976,90.0
44.1,3.5151,0.041711,1.4734e+16,0.028602,0.99976,90.0
44.2,3.5305,0.04215,1.4799e+16,0.028491000000000002,0.99976,90.0
44.3,3.5455,0.042591000000000004,1.4861e+16,0.028382,0.99975,90.0
44.4,3.56,0.043035000000000004,1.4922e+16,0.028275,0.99975,90.0
44.5,3.574,0.043482,1.4981e+16,0.028170999999999998,0.99974,90.0
44.6,3.5875,0.043931,1.5037e+16,0.028068,0.99974,90.0
44.7,3.6079,0.044479000000000005,1.5123e+16,0.027951999999999998,0.99974,90.0
44.8,3.6319,0.045101,1.5224e+16,0.027831,0.9997299999999999,90.0
44.9,3.6552,0.045744,1.5321e+16,0.027714999999999997,0.9997299999999999,90.0
45.0,3.6777,0.046408,1.5416e+16,0.027602999999999996,0.99972,90.0
45.1,3.6994,0.047091,1.5506e+16,0.027496,0.99972,90.0
45.2,3.7201,0.047793,1.5593e+16,0.027393999999999998,0.99971,90.0
45.3,3.7399,0.048514999999999996,1.5676e+16,0.027295999999999997,0.99971,90.0
45.4,3.7587,0.049255,1.5755e+16,0.027201999999999997,0.9997,90.0
45.5,3.7766,0.05002,1.583e+16,0.027112999999999998,0.99969,90.0
45.6,3.7960000000000003,0.051005,1.5911e+16,0.027041000000000003,0.9996799999999999,90.0
45.7,3.8103,0.051935,1.5971e+16,0.026979000000000003,0.9996799999999999,90.0
45.8,3.8198,0.052808,1.6011e+16,0.026927,0.9996700000000001,90.0
45.9,3.8243,0.053626,1.603e+16,0.026886,0.99966,90.0
46.0,3.8241,0.054388,1.6029e+16,0.026856,0.99965,90.0
46.1,3.8191,0.055095000000000005,1.6008e+16,0.026837,0.99964,90.0
46.2,3.8096,0.055749,1.5968e+16,0.026829000000000002,0.9996299999999999,90.0
46.3,3.7956,0.056349,1.591e+16,0.026831999999999998,0.9996200000000001,90.0
46.4,3.7732,0.05685,1.5816e+16,0.026858,0.99961,90.0
46.5,3.7343,0.057117999999999995,1.5653e+16,0.026925,0.9996,90.0
46.6,3.6921,0.057285,1.5476e+16,0.026997000000000004,0.9996,90.0
46.7,3.6466,0.057354999999999996,1.5285e+16,0.027075,0.99959,90.0
46.8,3.5982,0.05733200000000001,1.5082e+16,0.027157,0.9995799999999999,90.0
46.9,3.5469,0.057221,1.4867e+16,0.027245,0.9995700000000001,90.0
47.0,3.4929,0.057027,1.4641e+16,0.027338,0.9995700000000001,90.0
47.1,3.4363,0.056753,1.4404e+16,0.027435,0.99956,90.0
47.2,3.3774,0.056406,1.4157e+16,0.027536,0.99956,90.0
47.3,3.3153,0.055888,1.3896e+16,0.027635000000000003,0.99955,90.0
47.4,3.2512,0.055105999999999995,1.3628e+16,0.027714999999999997,0.99956,90.0
47.5,3.1888,0.054308,1.3366e+16,0.027786,0.99956,90.0
47.6,3.1278,0.05349299999999999,1.311e+16,0.027849000000000002,0.99956,90.0
47.7,3.0681,0.052660000000000005,1.286e+16,0.027902999999999997,0.99956,90.0
47.8,3.0097,0.051809,1.2616e+16,0.027948,0.99956,90.0
47.9,2.9526,0.050938,1.2376e+16,0.027984,0.9995700000000001,90.0
48.0,2.8965,0.050048,1.2141e+16,0.028011,0.9995700000000001,90.0
48.1,2.8415,0.049138,1.191e+16,0.028029000000000002,0.9995799999999999,90.0
48.2,2.7894,0.048228,1.1692e+16,0.028031999999999998,0.9995799999999999,90.0
48.3,2.7476,0.047412,1.1517e+16,0.028002999999999997,0.99959,90.0
48.4,2.7082,0.046626999999999995,1.1352e+16,0.027967000000000002,0.99959,90.0
48.5,2.6711,0.045870999999999995,1.1196e+16,0.027923000000000003,0.9996,90.0
48.6,2.6363,0.045141,1.105e+16,0.027873000000000002,0.9996,90.0
48.7,2.6038,0.044435,1.0914e+16,0.027815,0.99961,90.0
48.8,2.5735,0.043753,1.0787e+16,0.02775,0.99961,90.0
48.9,2.5455,0.043092,1.067e+16,0.027679000000000002,0.9996200000000001,90.0
49.0,2.5195,0.042450999999999996,1.0561e+16,0.027601,0.9996299999999999,90.0
49.1,2.4958,0.041829000000000005,1.0461e+16,0.027516000000000002,0.9996299999999999,90.0
49.2,2.4768,0.041328,1.0382e+16,0.027431,0.99964,90.0
49.3,2.4593,0.040863,1.0308e+16,0.027344999999999998,0.99964,90.0
49.4,2.4426,0.040421,1.0239e+16,0.027259,0.99964,90.0
49.5,2.427,0.040001999999999996,1.0173e+16,0.027173000000000003,0.99965,90.0
49.6,2.4123,0.039605,1.0111e+16,0.027087,0.99965,90.0
49.7,2.3985,0.039228,1.0053e+16,0.027001,0.99965,90.0
49.8,2.3856,0.038872000000000004,9999600000000000.0,0.026913999999999997,0.99965,90.0
49.9,2.3737,0.038537,9949500000000000.0,0.026826999999999997,0.99966,90.0
50.0,2.3627,0.03822,9903300000000000.0,0.026739999999999996,0.99966,90.0
